ID,Trip_Order,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
'02531,"('Avalanche_parking', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Shuttle_Avalanche')",7830.0,2023-07-05 08:15:22,2023-07-05 13:53:52,338.5
'02541,"('Avalanche_parking', 'Avalanche_trail', 'Trail_of_Cedars')",15270.0,2023-07-05 08:11:34,2023-07-05 12:38:34,267.0
'02551,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_parking')",2399.0,2023-07-05 09:27:54,2023-07-05 10:11:54,44.0
'04051,"('Avalanche_parking', 'Shuttle_Avalanche')",1485.0,2023-07-07 15:55:00,2023-07-07 16:08:00,13.0
'05041,"('Avalanche_parking', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",9150.0,2023-07-10 07:57:06,2023-07-10 10:49:21,172.25
'05091,"('Trail_of_Cedars',)",1529.0,2023-07-10 09:05:40,2023-07-10 11:32:10,146.5
'05131,"('Avalanche_parking',)",120.0,2023-07-10 07:58:20,2023-07-10 08:00:20,2.0
'05141,"('Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",2085.0,2023-07-10 12:15:41,2023-07-10 12:47:26,31.75
'05211,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",17490.0,2023-07-05 07:56:45,2023-07-05 12:46:30,289.75
'05291,"('Avalanche_parking',)",465.0,2023-07-10 16:29:18,2023-07-10 16:37:03,7.75
'05311,"('Avalanche_parking', 'Trail_of_Cedars')",2475.0,2023-07-10 07:53:46,2023-07-10 12:02:46,249.0
'05341,"('Trail_of_Cedars', 'Avalanche_parking', 'Trail_of_Cedars')",2483.0,2023-07-10 15:04:39,2023-07-10 15:48:47,44.13333333333333
'05401,"('Avalanche_parking', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",3720.0,2023-07-10 08:50:55,2023-07-10 13:37:10,286.25
'06041,"('Trail_of_Cedars',)",3195.0,2023-07-11 11:39:04,2023-07-11 16:29:04,290.0
'06061,"('Trail_of_Cedars',)",251.0,2023-07-11 10:48:26,2023-07-11 10:52:37,4.183333333333334
'06111,"('Avalanche_parking',)",135.0,2023-07-11 12:30:47,2023-07-11 12:33:02,2.25
'06181,"('Avalanche_parking',)",210.0,2023-07-11 12:57:49,2023-07-11 13:01:19,3.5
'06271,"('Avalanche_parking', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",10574.0,2023-07-11 10:56:41,2023-07-11 14:22:40,205.98333333333332
'06291,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",12121.0,2023-07-11 11:48:51,2023-07-11 15:15:21,206.5
'06301,"('Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",14077.0,2023-07-10 07:44:32,2023-07-10 11:42:25,237.88333333333333
'06421,"('Avalanche_parking',)",375.0,2023-07-11 12:12:47,2023-07-11 12:19:02,6.25
'06441,"('Avalanche_parking',)",7980.0,2023-07-11 13:10:29,2023-07-11 16:58:44,228.25
'06451,"('Avalanche_parking',)",2775.0,2023-07-11 11:51:42,2023-07-11 12:44:27,52.75
'06481,"('Avalanche_parking',)",15601.0,2023-07-11 11:57:19,2023-07-11 16:38:34,281.25
'06511,"('Avalanche_parking',)",1530.0,2023-07-12 18:44:44,2023-07-12 20:04:29,79.75
'09151,"('Avalanche_parking',)",2655.0,2023-07-16 10:33:50,2023-07-16 11:19:20,45.5
'09291,"('Avalanche_parking',)",1876.0,2023-07-16 09:35:14,2023-07-16 10:12:14,37.0
'09341,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",11701.0,2023-07-16 10:03:33,2023-07-16 13:09:48,186.25
'09421,"('Avalanche_parking',)",5784.0,2023-07-16 10:41:40,2023-07-16 12:18:04,96.4
'09471,"('Trail_of_Cedars',)",120.0,2023-07-16 11:38:50,2023-07-16 11:40:50,2.0
'09501,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",9721.0,2023-07-16 11:01:17,2023-07-16 14:12:26,191.15
'11111,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",20550.0,2023-07-20 11:45:21,2023-07-20 16:28:21,283.0
'11331,"('Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Shuttle_Avalanche')",7350.0,2023-07-20 10:34:08,2023-07-20 16:29:23,355.25
'11411,"('Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Shuttle_Avalanche')",3270.0,2023-07-20 13:22:16,2023-07-20 17:52:31,270.25
'11421,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",15360.0,2023-07-20 10:34:17,2023-07-20 14:27:17,233.0
'11531,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')",10485.0,2023-07-20 10:34:11,2023-07-20 13:30:56,176.75
'12151,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",6630.0,2023-07-21 11:19:51,2023-07-21 16:34:36,314.75
'12161,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",4124.0,2023-07-21 12:55:50,2023-07-21 14:03:05,67.25
'12521,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Shuttle_Avalanche')",15827.0,2023-07-21 09:43:34,2023-07-21 15:23:49,340.25
'1321,"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche')",2760.0,2023-07-02 12:03:12,2023-07-02 12:45:57,42.75
'13381,"('Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Shuttle_Avalanche')",1982.0,2023-07-24 15:09:23,2023-07-24 16:40:14,90.85
