ID,Trip_Order,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
'15461,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",345.0,2023-07-27 14:46:06,2023-07-27 14:49:36,3.5
'15501,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",737.0,2023-07-27 11:37:02,2023-07-27 17:30:02,353.0
'1551,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",540.0,2023-07-27 11:36:51,2023-07-27 15:55:57,259.1
'15532,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",780.0,2023-07-27 11:36:47,2023-07-27 18:33:47,417.0
'16221,"('Lake_macdonald_lodge',)",2130.0,2023-07-30 17:41:30,2023-07-30 18:17:00,35.5
'16261,"('Lake_macdonald_lodge',)",2325.0,2023-07-30 17:18:02,2023-07-30 17:57:47,39.75
'16341,"('Lake_macdonald_lodge',)",2070.0,2023-07-30 18:10:38,2023-07-30 19:06:23,55.75
'16471,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",8625.0,2023-07-30 17:19:54,2023-07-30 18:34:24,74.5
'16521,"('Lake_macdonald_lodge',)",1035.0,2023-07-30 17:20:00,2023-07-30 18:22:15,62.25
'17321,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",406.0,2023-08-01 09:40:17,2023-08-01 09:44:32,4.25
'17531,"('Lake_macdonald_lodge',)",420.0,2023-07-31 21:42:10,2023-07-31 21:49:10,7.0
'17541,"('Lake_macdonald_lodge',)",495.0,2023-07-30 18:32:03,2023-07-30 18:40:18,8.25
'18131,"('Lake_macdonald_lodge',)",150.0,2023-08-01 15:19:14,2023-08-01 15:21:44,2.5
'19011,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",345.0,2023-08-01 10:56:20,2023-08-01 10:59:50,3.5
'19021,"('Lake_macdonald_lodge',)",330.0,2023-08-01 08:48:59,2023-08-01 14:16:44,327.75
