id,location_1,enter_time_1,exit_time_1,duration_1,location_2,enter_time_2,exit_time_2,duration_2,location_3,enter_time_3,exit_time_3,duration_3,location_4,enter_time_4,exit_time_4,duration_4,location_5,enter_time_5,exit_time_5,duration_5,location_6,enter_time_6,exit_time_6,duration_6,location_7,enter_time_7,exit_time_7,duration_7,location_8,enter_time_8,exit_time_8,duration_8,location_9,enter_time_9,exit_time_9,duration_9,location_10,enter_time_10,exit_time_10,duration_10,location_11,enter_time_11,exit_time_11,duration_11,location_12,enter_time_12,exit_time_12,duration_12
'09151,Lake_macdonald_lodge,2023-07-16 11:37:50,2023-07-16 13:17:35,5985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09341,Lake_macdonald_lodge,2023-07-16 13:19:18,2023-07-16 13:22:03,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09381,Lake_macdonald_lodge,2023-07-16 13:18:59,2023-07-16 15:29:29,7830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09421,Lake_macdonald_lodge,2023-07-16 12:24:07,2023-07-16 12:26:52,165.0,Lake_macdonald_lodge,2023-07-16 12:33:52,2023-07-16 12:56:07,1335.0,Lake_macdonald_lodge,2023-07-16 12:56:22,2023-07-16 14:12:22,4560.0,Lake_macdonald_lodge,2023-07-16 19:04:37,2023-07-17 03:28:52,30255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'09471,Lake_macdonald_lodge,2023-07-16 11:52:50,2023-07-16 11:54:50,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'11111,Lake_macdonald_lodge,2023-07-20 11:29:21,2023-07-20 11:32:51,210.0,Lake_macdonald_lodge,2023-07-20 16:44:51,2023-07-20 16:47:51,180.0,Shuttle_Lake_macdonald,2023-07-20 16:45:36,2023-07-20 16:47:36,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'11331,Lake_macdonald_lodge,2023-07-20 10:18:23,2023-07-20 10:22:38,255.0,Shuttle_Lake_macdonald,2023-07-20 10:19:23,2023-07-20 10:22:23,180.0,Lake_macdonald_lodge,2023-07-20 16:44:23,2023-07-20 16:47:53,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'11411,Lake_macdonald_lodge,2023-07-20 10:56:22,2023-07-20 11:28:32,1930.0,Shuttle_Lake_macdonald,2023-07-20 10:57:22,2023-07-20 11:00:52,210.0,Lake_macdonald_lodge,2023-07-20 11:31:02,2023-07-20 13:08:46,5864.0,Shuttle_Lake_macdonald,2023-07-20 12:50:46,2023-07-20 12:54:16,210.0,Shuttle_Lake_macdonald,2023-07-20 12:55:01,2023-07-20 13:08:16,795.0,Lake_macdonald_lodge,2023-07-20 18:07:46,2023-07-20 18:10:16,150.0,,,,,,,,,,,,,,,,,,,,,,,,
'11421,Lake_macdonald_lodge,2023-07-20 10:20:02,2023-07-20 10:22:47,165.0,Lake_macdonald_lodge,2023-07-20 14:49:15,2023-07-20 14:59:00,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'11531,Lake_macdonald_lodge,2023-07-20 10:18:26,2023-07-20 10:22:41,255.0,Shuttle_Lake_macdonald,2023-07-20 10:19:41,2023-07-20 10:22:26,165.0,Lake_macdonald_lodge,2023-07-20 13:45:41,2023-07-20 16:05:38,8397.0,Shuttle_Lake_macdonald,2023-07-20 14:53:23,2023-07-20 16:00:38,4035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'12521,Lake_macdonald_lodge,2023-07-21 13:35:19,2023-07-21 13:57:10,1311.0,Shuttle_Lake_macdonald,2023-07-21 13:36:04,2023-07-21 13:45:40,576.0,Lake_macdonald_lodge,2023-07-21 13:59:10,2023-07-21 14:58:34,3564.0,Shuttle_Lake_macdonald,2023-07-21 14:48:10,2023-07-21 14:56:49,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1313,Lake_macdonald_lodge,2023-07-26 18:00:23,2023-07-26 19:42:04,6101.0,Lake_macdonald_lodge,2023-07-26 19:42:34,2023-07-26 19:49:19,405.0,Lake_macdonald_lodge,2023-07-26 19:51:33,2023-07-26 19:54:49,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1321,Lake_macdonald_lodge,2023-07-02 11:50:58,2023-07-02 11:53:43,165.0,Lake_macdonald_lodge,2023-07-02 12:55:27,2023-07-02 12:57:56,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'13381,Lake_macdonald_lodge,2023-07-24 15:30:03,2023-07-24 15:38:18,495.0,Lake_macdonald_lodge,2023-07-24 15:38:33,2023-07-24 15:43:33,300.0,Lake_macdonald_lodge,2023-07-24 15:51:33,2023-07-24 16:06:11,878.0,Lake_macdonald_lodge,2023-07-24 16:08:26,2023-07-24 16:15:11,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14151,Lake_macdonald_lodge,2023-07-26 17:28:50,2023-07-26 17:35:50,420.0,Shuttle_Lake_macdonald,2023-07-26 17:31:20,2023-07-26 17:34:35,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14181,Lake_macdonald_lodge,2023-07-26 19:58:30,2023-07-26 20:43:00,2670.0,Lake_macdonald_lodge,2023-07-26 21:29:30,2023-07-27 08:40:30,40260.0,Shuttle_Lake_macdonald,2023-07-27 08:30:00,2023-07-27 08:40:15,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'14411,Lake_macdonald_lodge,2023-07-26 17:22:01,2023-07-26 17:30:46,525.0,Shuttle_Lake_macdonald,2023-07-26 17:22:16,2023-07-26 17:30:16,480.0,Lake_macdonald_lodge,2023-07-26 20:28:46,2023-07-26 20:36:46,480.0,Shuttle_Lake_macdonald,2023-07-26 20:29:01,2023-07-26 20:36:31,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'15011,Lake_macdonald_lodge,2023-07-27 10:01:56,2023-07-27 10:18:24,988.0,Lake_macdonald_lodge,2023-07-27 10:22:24,2023-07-27 10:49:29,1625.0,Lake_macdonald_lodge,2023-07-27 12:09:07,2023-07-27 12:45:20,2173.0,Shuttle_Lake_macdonald,2023-07-27 12:27:01,2023-07-27 12:43:50,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
